0	0
0	120
0	124
0	125
0	126
0	127
0	130
0	134
0	135
0	136
0	137
0	140
0	144
0	145
0	146
0	147
0	150
0	154
0	155
0	156
0	157
0	164
0	165
0	166
0	167
0	174
0	175
0	176
0	177
0	182
0	184
0	185
0	188
0	189
0	192
0	194
0	195
0	198
0	199
0	202
0	204
0	205
0	208
0	209
0	212
0	214
0	215
0	218
0	222
0	224
0	225
0	228
0	232
0	234
0	235
0	238
1	1
1	121
1	125
1	126
1	127
1	128
1	131
1	135
1	136
1	137
1	138
1	141
1	145
1	146
1	147
1	148
1	151
1	155
1	156
1	157
1	158
1	165
1	166
1	167
1	168
1	175
1	176
1	177
1	178
1	180
1	183
1	185
1	186
1	189
1	190
1	193
1	195
1	196
1	199
1	200
1	203
1	205
1	206
1	209
1	213
1	215
1	216
1	219
1	223
1	225
1	226
1	229
1	233
1	235
1	236
1	239
2	2
2	122
2	126
2	127
2	128
2	129
2	132
2	136
2	137
2	138
2	139
2	142
2	146
2	147
2	148
2	149
2	152
2	156
2	157
2	158
2	159
2	166
2	167
2	168
2	169
2	176
2	177
2	178
2	179
2	180
2	181
2	184
2	186
2	187
2	190
2	191
2	194
2	196
2	197
2	200
2	201
2	204
2	206
2	207
2	210
2	214
2	216
2	217
2	220
2	224
2	226
2	227
2	230
2	234
2	236
2	237
3	3
3	120
3	123
3	127
3	128
3	129
3	130
3	133
3	137
3	138
3	139
3	140
3	143
3	147
3	148
3	149
3	150
3	153
3	157
3	158
3	159
3	160
3	167
3	168
3	169
3	170
3	177
3	178
3	179
3	181
3	182
3	185
3	187
3	188
3	191
3	192
3	195
3	197
3	198
3	201
3	202
3	205
3	207
3	208
3	211
3	215
3	217
3	218
3	221
3	225
3	227
3	228
3	231
3	235
3	237
3	238
4	4
4	120
4	121
4	124
4	128
4	129
4	130
4	131
4	134
4	138
4	139
4	140
4	141
4	144
4	148
4	149
4	150
4	151
4	154
4	158
4	159
4	160
4	161
4	168
4	169
4	170
4	171
4	178
4	179
4	182
4	183
4	186
4	188
4	189
4	192
4	193
4	196
4	198
4	199
4	202
4	203
4	206
4	208
4	209
4	212
4	216
4	218
4	219
4	222
4	226
4	228
4	229
4	232
4	236
4	238
4	239
5	5
5	120
5	121
5	122
5	125
5	129
5	130
5	131
5	132
5	135
5	139
5	140
5	141
5	142
5	145
5	149
5	150
5	151
5	152
5	155
5	159
5	160
5	161
5	162
5	169
5	170
5	171
5	172
5	179
5	180
5	183
5	184
5	187
5	189
5	190
5	193
5	194
5	197
5	199
5	200
5	203
5	204
5	207
5	209
5	210
5	213
5	217
5	219
5	220
5	223
5	227
5	229
5	230
5	233
5	237
5	239
6	6
6	120
6	121
6	122
6	123
6	126
6	130
6	131
6	132
6	133
6	136
6	140
6	141
6	142
6	143
6	146
6	150
6	151
6	152
6	153
6	156
6	160
6	161
6	162
6	163
6	170
6	171
6	172
6	173
6	180
6	181
6	184
6	185
6	188
6	190
6	191
6	194
6	195
6	198
6	200
6	201
6	204
6	205
6	208
6	210
